Region,Year,DataType,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
South America,1960,Historical,10620406.642857144,0.02387142857142857,265221.21428571426,-4307.785714285715,20.428571428571427,5.624285714285714,7.428571428571429,0.5124285714285713,77018596.0,0.0034928571428571426,3034949748.0,96.92857142857143
South America,1965,Historical,12130227.214285715,0.02395,301964.0714285714,-7583.285714285715,20.071428571428573,5.547857142857143,8.357142857142858,0.5420714285714286,95360762.0,0.003635714285714286,3339583597.0,97.57142857142857
South America,1970,Historical,13719566.785714285,0.02187142857142857,317867.85714285716,-9886.857142857143,20.164285714285715,5.2128571428571435,9.5,0.5665714285714286,115699584.0,0.0037071428571428568,3700437046.0,96.21428571428571
South America,1975,Historical,15366743.642857144,0.017364285714285714,329435.4285714286,-12531.714285714286,20.614285714285717,4.696428571428571,10.571428571428571,0.5968571428571429,138054489.0,0.003764285714285714,4079480606.0,96.42857142857143
South America,1980,Historical,17179660.714285713,0.01804285714285714,362583.35714285716,-17030.214285714286,21.514285714285712,4.230714285714286,11.642857142857142,0.6312857142857143,163432653.0,0.0038642857142857146,4458003514.0,96.21428571428571
South America,1985,Historical,19139417.714285713,0.01875,391951.35714285716,-12527.5,22.32857142857143,3.8935714285714282,12.928571428571429,0.6590714285714286,191480181.0,0.003942857142857143,4870921740.0,96.21428571428571
South America,1990,Historical,21099871.785714287,0.02037142857142857,392090.71428571426,-11309.642857142857,23.12857142857143,3.619285714285714,14.357142857142858,0.6875714285714285,220325787.0,0.003957142857142857,5327231061.0,96.21428571428571
South America,1995,Historical,23021593.714285713,0.020528571428571427,384344.5,-14095.285714285714,23.814285714285713,3.4057142857142857,15.714285714285714,0.6980714285714286,249022277.0,0.003999999999999999,5744212979.0,95.35714285714286
South America,2000,Historical,24886563.07142857,0.016892857142857143,372993.85714285716,-14037.92857142857,24.707142857142856,3.137857142857143,17.071428571428573,0.7160714285714286,278161939.0,0.004057142857142857,6143493823.0,95.07142857142857
South America,2005,Historical,26557475.35714286,0.013614285714285714,334182.5,-24430.5,25.7,2.8842857142857143,18.285714285714285,0.731,302754731.0,0.004057142857142857,6541907027.0,95.14285714285714
South America,2010,Historical,28038836.35714286,0.010985714285714284,296272.14285714284,-28642.428571428572,26.985714285714288,2.6978571428571425,19.357142857142858,0.7424285714285714,325597221.0,0.004035714285714286,6956823603.0,96.14285714285714
South America,2015,Historical,29454477.214285713,0.010214285714285716,283128.14285714284,-19334.0,28.235714285714288,2.5549999999999997,20.5,0.7574285714285715,347768234.0,0.003985714285714285,7379797139.0,96.85714285714286
South America,2016,Historical,29726061.14285714,0.0126,271583.9285714286,-15866.857142857143,28.521428571428572,2.532142857142857,20.714285714285715,0.7581428571428572,352031777.0,0.0039785714285714285,7464022049.0,96.71428571428571
South America,2017,Historical,29993137.0,0.0135,267075.85714285716,-15866.857142857143,28.521428571428572,2.532142857142857,21.0,0.758,356224855.0,0.003971428571428572,7547858925.0,97.0
South America,2018,Historical,30255791.285714287,0.013742857142857142,262654.28571428574,-15866.857142857143,28.521428571428572,2.532142857142857,21.214285714285715,0.7582142857142857,360352729.0,0.0039642857142857145,7631091040.0,96.85714285714286
South America,2019,Historical,30514246.14285714,0.01282142857142857,258454.85714285713,-15866.857142857143,28.521428571428572,2.532142857142857,21.357142857142858,0.7475357142857143,353402345.0,0.003957142857142857,7713468100.0,97.0
South America,2020,Forecasted,30768554.714285713,0.012871428571428572,262815.5714285714,-15866.857142857143,29.707142857142856,2.4435714285714285,21.714285714285715,0.7560357142857143,372637178.5,0.003942857142857143,7794798739.0,97.07142857142857
South America,2020,Historical,33135098.923076924,0.010276923076923076,273862.8461538461,-16164.307692307691,29.892307692307693,2.3007692307692307,23.384615384615383,0.7539615384615383,357035015.0,0.004246153846153846,7794798739.0,86.6923076923077
South America,2025,Forecasted,31964968.5,0.009064285714285716,239282.7142857143,-3141.285714285714,31.150000000000002,2.4435714285714285,22.642857142857142,0.7686428571428571,387287563.0,0.003907142857142857,8184437460.0,97.57142857142857
South America,2030,Forecasted,32989562.14285714,0.00782857142857143,204918.64285714287,168.21428571428572,32.614285714285714,2.4435714285714285,23.571428571428573,0.779,404258259.0,0.003842857142857143,8548487400.0,98.42857142857143
South America,2035,Forecasted,33804005.21428572,0.006478571428571429,162888.7857142857,-3385.4285714285716,34.00714285714286,2.4435714285714285,24.5,0.7907142857142857,419148163.0,0.003792857142857143,8887524213.0,98.57142857142857
South America,2040,Forecasted,34416917.85714286,0.005207142857142856,122582.57142857143,-4382.0,35.35,2.4435714285714285,25.214285714285715,0.8034285714285714,431887607.0,0.00375,9198847240.0,99.0
South America,2045,Forecasted,34844956.85714286,0.004107142857142857,85607.78571428571,-4320.857142857143,36.621428571428574,2.4435714285714285,25.571428571428573,0.8139642857142857,438830151.5,0.0036857142857142857,9481803274.0,99.35714285714286
South America,2050,Forecasted,35105135.5,0.0031071428571428574,52035.71428571428,-4324.107142857143,37.871428571428574,2.4435714285714285,26.142857142857142,0.8251071428571428,445927767.5,0.0036,9735033990.0,100.0
