Region,Year,DataType,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Oceania,2018,Historical,1906402.9090909092,0.009359090909090909,25842.68181818182,-7712.818181818182,29.627272727272725,3.1377272727272727,125.36363636363636,0.5543181818181818,28418148.0,0.00023636363636363636,7631091040.0,187.54545454545453
Oceania,2019,Historical,1931927.0,0.009036363636363636,25524.090909090908,-7712.818181818182,29.627272727272725,3.1377272727272727,126.4090909090909,0.5568636363636363,28818869.0,0.00023636363636363636,7713468100.0,187.5
Oceania,2020,Forecasted,1957114.2272727273,0.009104545454545455,25813.954545454544,-7714.772727272727,30.08181818181818,3.0681818181818183,127.5,0.558590909090909,29216398.0,0.00023636363636363636,7794798739.0,187.5
Oceania,2020,Historical,3297482.153846154,0.012676923076923077,42555.846153846156,12021.615384615385,27.6,2.9723076923076923,83.3076923076923,0.5315384615384615,29077469.0,0.00039999999999999996,7794798739.0,163.07692307692307
Oceania,2025,Forecasted,2078854.3636363635,0.008509090909090909,24348.090909090908,-8615.09090909091,30.69090909090909,3.069090909090909,132.3181818181818,0.5676363636363636,31175432.0,0.00024090909090909092,8184437460.0,187.45454545454547
Oceania,2030,Forecasted,2197277.272727273,0.008277272727272729,23684.590909090908,-8309.863636363636,31.30454545454546,3.069090909090909,137.1818181818182,0.5769545454545454,33165306.0,0.00024545454545454545,8548487400.0,187.0
Oceania,2035,Forecasted,2311849.8636363638,0.007377272727272727,22914.5,-8036.227272727273,31.94545454545454,3.068636363636364,141.72727272727272,0.5870909090909091,35182992.0,0.00024545454545454545,8887524213.0,186.77272727272728
Oceania,2040,Forecasted,2421351.272727273,0.006431818181818183,21900.227272727272,-8038.090909090909,32.59090909090909,3.0681818181818183,145.72727272727272,0.5968181818181818,37261206.0,0.00025454545454545456,9198847240.0,186.6818181818182
Oceania,2045,Forecasted,2527258.1363636362,0.005386363636363636,21181.409090909092,-8027.409090909091,33.195454545454545,3.069090909090909,149.22727272727272,0.6067727272727272,39392197.0,0.00025454545454545456,9481803274.0,186.63636363636363
Oceania,2050,Forecasted,2629917.409090909,0.004472727272727273,20531.909090909092,-8039.431818181818,33.75454545454546,3.070909090909091,152.04545454545453,0.6162727272727273,41552355.0,0.0002636363636363637,9735033990.0,186.5
South America,1955,Historical,9294300.142857144,0.023564285714285715,233642.7857142857,4196.142857142857,20.935714285714287,5.6000000000000005,6.571428571428571,0.4827142857142857,61512922.0,0.003357142857142857,2773019936.0,97.57142857142857
